#auto generated file!
12.0;56;58;52;49;58;49;42;48;46;54;54;45;43;46
18.0;56;57;54;49;59;51;44;47;43;52;56;45;43;44
24.0;61;61;58;51;56;50;39;49;41;47;55;45;44;43
30.0;62;63;59;52;58;52;38;51;36;44;53;47;44;41
36.0;64;64;61;54;58;53;42;50;37;42;51;47;40;37
42.0;64;64;65;54;57;52;46;50;36;43;46;48;39;36
48.0;65;64;63;52;57;54;45;51;37;45;46;46;39;36
54.0;64;67;63;49;56;59;48;51;37;44;45;44;37;36
60.0;62;66;63;50;57;59;47;53;35;45;45;45;38;35
66.0;62;66;64;51;57;59;47;50;36;44;48;43;36;37
72.0;64;67;65;50;58;62;42;49;33;46;48;45;35;36
78.0;65;68;66;49;57;62;43;50;35;45;48;44;37;31
84.0;67;69;69;51;56;62;44;46;36;44;45;45;35;31
90.0;72;73;71;51;57;62;41;44;35;44;45;44;32;29
96.0;71;72;69;53;59;66;41;39;32;45;46;47;30;30
102.0;72;72;68;54;56;65;42;40;36;44;44;43;31;33
108.0;74;73;68;57;56;68;40;37;36;41;41;44;33;32
114.0;77;72;69;57;59;68;40;37;34;39;39;44;34;31
120.0;78;69;69;58;60;72;38;38;33;39;40;42;33;31
126.0;79;70;70;62;58;76;38;37;29;38;40;41;31;31
132.0;81;71;71;61;56;75;37;35;30;38;42;42;29;32
138.0;83;71;72;63;56;74;34;34;33;38;41;44;29;28
144.0;85;69;71;63;57;74;32;34;34;39;42;42;29;29
150.0;85;69;72;63;56;74;32;39;32;35;45;40;28;30
156.0;86;68;72;63;54;72;33;42;31;35;46;40;27;31
162.0;88;69;73;61;54;72;32;44;34;37;43;38;26;29
168.0;86;66;73;64;56;72;31;42;34;37;44;39;26;30
174.0;86;65;75;65;55;73;30;41;34;39;42;41;26;28
180.0;87;69;76;64;55;70;31;43;35;41;39;37;24;29
186.0;87;70;75;65;53;70;30;44;35;40;40;35;28;28
192.0;88;72;75;65;53;68;30;43;33;37;40;38;29;29
198.0;90;72;73;67;53;68;30;41;36;34;39;40;28;29
204.0;87;72;74;69;55;68;32;38;37;32;39;44;25;28
210.0;88;75;72;71;58;68;30;36;38;32;36;42;25;29
216.0;90;74;70;73;57;69;27;38;38;32;37;41;25;29
222.0;91;74;70;73;60;70;26;36;39;31;38;37;27;28
228.0;94;74;69;73;62;70;26;37;37;30;38;36;27;27
234.0;94;74;70;74;64;69;29;38;35;30;36;35;27;25
240.0;95;74;72;74;62;71;29;38;36;27;37;31;28;26
246.0;98;74;70;74;61;70;30;39;37;30;36;29;28;24
252.0;98;75;70;74;63;70;32;37;36;30;35;29;29;22
258.0;99;76;70;73;61;73;31;37;33;31;33;30;30;23
264.0;101;75;70;73;59;74;30;34;34;30;32;31;33;24
270.0;103;75;69;74;59;74;28;35;34;28;32;29;33;27
276.0;105;74;68;70;63;75;28;31;33;30;30;27;38;28
282.0;104;75;70;70;62;74;27;32;36;31;29;27;36;27
288.0;104;74;66;71;64;75;25;33;36;29;31;28;37;27
294.0;108;74;68;73;63;72;25;34;35;28;30;27;36;27
