#auto generated file!
12.0;34;54;32;34;57;59;34;38;53;37;38;47;38;45
18.0;36;53;34;36;57;56;32;38;54;37;38;45;39;45
24.0;36;57;33;35;57;56;31;40;53;38;37;44;38;45
30.0;38;57;34;39;60;56;31;37;54;35;37;45;36;41
36.0;40;57;35;38;59;54;31;37;53;33;37;45;38;43
42.0;41;58;37;39;59;54;33;34;53;35;36;41;37;43
48.0;43;59;40;41;60;56;29;33;54;36;36;39;35;39
54.0;43;64;40;47;59;58;25;32;54;34;36;38;31;39
60.0;42;64;42;50;61;59;26;34;50;33;33;36;32;38
66.0;44;65;42;50;61;61;24;34;48;32;34;37;32;36
72.0;46;65;42;51;61;64;23;33;46;35;32;35;32;35
78.0;45;65;42;51;63;63;23;29;48;37;34;35;29;36
84.0;47;69;42;51;67;62;23;27;47;37;34;33;28;33
90.0;48;70;43;52;68;63;23;26;43;40;31;32;28;33
96.0;48;71;43;54;70;64;23;24;41;38;31;34;26;33
102.0;50;71;44;56;71;63;25;23;40;33;33;32;27;32
108.0;53;73;45;56;71;61;25;23;39;32;31;34;27;30
114.0;52;73;45;56;71;63;26;22;37;33;31;37;25;29
120.0;53;73;45;56;69;62;26;25;37;35;31;35;24;29
126.0;53;72;44;58;68;60;23;28;41;35;29;36;23;30
132.0;53;73;46;58;66;61;24;26;39;32;30;37;21;34
138.0;56;73;48;57;65;62;24;23;38;33;31;38;17;35
144.0;59;74;45;59;65;61;24;23;38;33;29;38;16;36
150.0;58;76;46;60;64;60;26;23;36;30;32;39;16;34
156.0;58;78;46;60;63;63;27;25;35;29;32;38;17;29
162.0;62;78;45;59;64;63;28;26;34;29;27;37;18;30
168.0;60;78;47;60;61;63;31;26;34;27;26;38;17;32
174.0;62;80;48;62;62;60;33;26;32;26;23;39;17;30
180.0;63;81;52;59;60;60;32;26;32;26;22;39;18;30
186.0;62;84;53;57;60;61;31;24;36;26;21;39;17;29
192.0;63;84;52;57;57;63;32;23;36;27;21;39;19;27
198.0;62;86;53;58;58;60;31;26;36;27;20;36;18;29
204.0;64;86;52;58;58;61;31;27;34;27;21;35;18;28
210.0;64;87;54;56;58;59;30;28;34;29;21;32;20;28
216.0;64;87;53;53;58;58;31;27;33;30;21;33;22;30
222.0;65;89;51;52;57;59;29;30;33;30;21;33;23;28
228.0;65;88;54;52;56;61;28;28;33;31;23;31;22;28
234.0;65;90;55;51;57;60;26;28;33;29;25;32;22;27
240.0;67;91;53;50;57;60;26;28;32;30;26;33;22;25
246.0;68;92;53;48;62;59;28;28;31;27;25;33;21;25
252.0;65;93;54;48;62;60;28;29;33;26;25;31;21;25
258.0;67;90;56;46;60;57;29;29;33;26;26;35;20;26
264.0;67;90;58;48;60;54;32;24;30;26;28;35;21;27
270.0;68;89;55;47;61;54;30;25;28;29;32;35;21;26
276.0;67;88;57;48;61;55;29;25;28;29;31;36;20;26
282.0;64;90;60;49;60;56;27;23;29;25;33;36;21;27
288.0;64;89;59;51;61;55;27;24;29;24;34;36;19;28
294.0;68;91;61;48;61;54;27;23;27;23;34;37;20;26
